city,homeType,latitude,longitude,garageSpaces,hasSpa,yearBuilt,numOfPatioAndPorchFeatures,lotSizeSqFt,avgSchoolRating,MedianStudentsPerTeacher,numOfBathrooms,numOfBedrooms,priceRange
austin,Single Family,30.20683670043945,-97.88166809082033,0,False,2001,0,6969.0,9.0,18,4.0,4,450000-650000
austin,Single Family,30.238752365112305,-97.7490692138672,2,False,1955,3,13503.6,4.333333333333333,14,4.0,3,650000+
austin,Single Family,30.23690414428711,-97.76944732666016,0,False,1961,0,8015.0,3.6666666666666665,12,1.0,3,250000-350000
austin,Single Family,30.146413803100582,-97.78702545166016,2,False,1983,4,19602.0,5.333333333333333,15,2.0,3,450000-650000
austin,Single Family,30.231430053710927,-97.77123260498048,1,False,2006,3,6795.0,3.0,14,3.0,3,650000+
austin,Single Family,30.32584571838379,-97.7202377319336,1,False,1956,0,6838.0,7.0,16,2.0,3,350000-450000
austin,Single Family,30.40386962890625,-97.7612075805664,0,False,1999,0,18295.2,7.0,17,4.0,3,650000+
austin,Single Family,30.147186279296875,-97.77987670898438,0,False,1993,0,11325.6,5.333333333333333,15,3.0,3,250000-350000
austin,Single Family,30.22139549255371,-97.79957580566406,0,False,1960,2,10323.0,4.666666666666667,14,2.0,3,450000-650000
austin,Single Family,30.23739624023437,-97.7825927734375,3,False,1952,0,30492.0,4.0,12,3.0,4,650000+
austin,Single Family,30.17960548400879,-97.95439910888672,0,False,2000,0,80150.40000000001,8.0,15,4.0,4,650000+
austin,Single Family,30.45888328552246,-97.7840347290039,0,False,1997,0,6882.0,6.0,14,2.0,3,250000-350000
austin,Single Family,30.43200874328613,-97.8058090209961,0,False,1976,0,13068.0,8.666666666666666,16,3.0,4,450000-650000
austin,Single Family,30.21078872680664,-97.8109130859375,1,False,1973,2,6316.0,4.0,13,2.0,3,250000-350000
austin,Single Family,30.423917770385746,-97.78543090820312,4,False,1995,0,16988.4,9.0,16,4.0,4,650000+
austin,Single Family,30.20719337463379,-97.88175964355467,0,False,2001,1,8276.0,9.0,18,2.0,4,450000-650000
austin,Single Family,30.37235450744629,-97.86405181884766,0,False,1998,0,16988.4,7.0,16,4.0,5,650000+
austin,Single Family,30.224578857421875,-97.8689956665039,0,False,1989,0,7405.0,6.0,17,3.0,3,350000-450000
austin,Single Family,30.19445991516113,-97.85701751708984,2,False,1999,0,8929.0,6.666666666666668,16,3.0,3,350000-450000
austin,Single Family,30.17957305908203,-97.9572982788086,0,True,2001,3,69696.0,8.0,15,6.0,4,650000+
austin,Single Family,30.15444755554199,-97.78644561767578,2,False,2004,1,5501.0,5.333333333333333,15,3.0,3,250000-350000
austin,Residential,30.23186492919922,-97.7828598022461,0,False,1949,5,44866.8,4.0,12,2.0,4,650000+
austin,Single Family,30.35033226013184,-97.73844909667967,0,False,1962,0,9583.0,6.666666666666668,16,2.0,3,450000-650000
austin,Single Family,30.42925262451172,-97.76667785644533,0,False,1977,1,10541.0,8.333333333333334,16,2.0,3,350000-450000
austin,Single Family,30.177940368652344,-97.84174346923828,2,False,1983,0,6577.0,5.0,15,2.0,3,250000-350000
austin,Single Family,30.28740310668945,-97.71215057373048,0,False,1966,0,7797.0,6.666666666666668,15,1.0,3,350000-450000
austin,Single Family,30.29925346374512,-97.77849578857422,0,False,2016,0,6011.0,7.0,16,4.0,4,650000+
austin,Single Family,30.20296669006348,-97.97003936767578,0,False,2018,1,8712.0,7.0,16,3.0,4,350000-450000
austin,Single Family,30.17361068725586,-97.91231536865234,0,False,2015,0,6621.0,9.0,18,2.0,3,350000-450000
austin,Single Family,30.22272109985352,-97.86196899414062,0,False,1979,0,8624.0,6.0,17,2.0,3,0-250000
